work_key,title,author,publishers,first_sale_month,active_months,lifetime_net_sales,cum_1m_net_sales,observed_1m,cum_3m_net_sales,observed_3m,cum_6m_net_sales,observed_6m,cum_12m_net_sales,observed_12m,platform_count_12m,top_platform_share_12m
양과 늑대의 요람 완|||어두운글,양과 늑대의 요람 완,어두운글,포텐,2021-02,52,1322439,1764,Y,20916,Y,46305,Y,67557,Y,4,0.7274
양의검법|||몽월,양의검법,몽월,프로무림,2021-02,57,3956148,900,Y,22200,Y,268700,Y,379500,Y,5,0.5618
어쌔신 나이트|||홍정태,어쌔신 나이트,홍정태,프로무림,2021-02,23,52863,1929,Y,1929,Y,6969,Y,13969,Y,4,0.3608
언어의 주인이란|||정보석,언어의 주인이란,정보석,포텐,2021-02,59,318947453,516752,Y,939944,Y,19081572,Y,36988379,Y,1,1.0
에필로그 못다 쓴 이야기|||와룡강,에필로그 못다 쓴 이야기,와룡강,프로무림,2021-02,59,2709790,42000,Y,101710,Y,253040,Y,579940,Y,2,0.7564
에필로그1|||서효원,에필로그1,서효원,프로무림,2021-02,40,117000,900,Y,10800,Y,12600,Y,29000,Y,2,0.9931
"여의서생|||사마달, 일주향",여의서생,"사마달, 일주향",프로무림,2021-02,59,3449729,81753,Y,201061,Y,417089,Y,745488,Y,10,0.3975
여의후|||사마달,여의후,사마달,프로무림,2021-02,59,1035193,13192,Y,83958,Y,167852,Y,293540,Y,10,0.3075
역발산|||사마달,역발산,사마달,프로무림,2021-02,55,113308,3715,Y,7135,Y,12498,Y,34422,Y,5,0.5988
역적의 꿈|||비류수,역적의 꿈,비류수,프로무림,2021-02,59,4341033,84089,Y,252263,Y,499153,Y,1019300,Y,7,0.5915
역적조련사 조선을 바꾸다|||Lucubro,역적조련사 조선을 바꾸다,Lucubro,포텐,2021-02,60,21067994,156731,Y,625984,Y,1295887,Y,2125882,Y,12,0.726
역천귀|||동윤,역천귀,동윤,포텐,2021-02,59,7910136,4235,Y,34651,Y,71975,Y,117811,Y,7,0.7812
역천록|||검궁인,역천록,검궁인,프로무림,2021-02,57,369186,9638,Y,32060,Y,58005,Y,91492,Y,8,0.3778
연|||강태산,연,강태산,프로무림,2021-02,55,302954,16939,Y,29980,Y,46074,Y,90970,Y,6,0.554
연정무한|||와룡강,연정무한,와룡강,프로무림,2021-02,59,3394198,75780,Y,184950,Y,414660,Y,692160,Y,13,0.3437
열정시대|||이원호,열정시대,이원호,프로무림,2021-02,44,279177,4800,Y,4800,Y,4800,Y,32100,Y,4,0.7477
영세일무존|||내가위,영세일무존,내가위,프로무림,2021-02,58,214096,6859,Y,19146,Y,30635,Y,42118,Y,5,0.3307
영세제일인|||청운하,영세제일인,청운하,프로무림,2021-02,58,389425,8691,Y,24397,Y,36513,Y,83295,Y,10,0.2859
영웅산맥|||일주향,영웅산맥,일주향,프로무림,2021-02,58,454219,16520,Y,39081,Y,65097,Y,132367,Y,7,0.4952
영웅은 쉬고 싶다|||만선,영웅은 쉬고 싶다,만선,포텐,2021-02,59,1040532,3080,Y,19880,Y,38570,Y,131628,Y,1,1.0
영웅의 도시|||이원호,영웅의 도시,이원호,프로무림,2021-02,52,3564486,83700,Y,157800,Y,282600,Y,624050,Y,9,0.7788
영웅호가행|||검궁인,영웅호가행,검궁인,프로무림,2021-02,59,1575706,20032,Y,87949,Y,153106,Y,388936,Y,12,0.2444
오렌다의 제국|||권우현,오렌다의 제국,권우현,프로무림,2021-02,54,476433,17202,Y,38628,Y,83638,Y,161867,Y,9,0.3922
옥수무정|||서효원,옥수무정,서효원,프로무림,2021-02,57,815810,40935,Y,58035,Y,72435,Y,145169,Y,6,0.4762
올바른 방패 사용법|||준준,올바른 방패 사용법,준준,포텐,2021-02,57,3080902,157224,Y,215892,Y,425262,Y,731127,Y,15,0.2623
옴팡진 놈|||정성민,옴팡진 놈,정성민,프로무림,2021-02,57,1876124,6160,Y,89096,Y,208103,Y,294952,Y,7,0.2907
와룡강 도서전|||와룡강,와룡강 도서전,와룡강,프로무림,2021-02,30,1789136,18200,Y,102060,Y,120260,Y,396060,Y,1,1.0
와룡등천|||동윤,와룡등천,동윤,프로무림,2021-02,46,561758,14300,Y,14300,Y,36800,Y,116800,Y,4,0.5351
와룡성수|||청산,와룡성수,청산,프로무림,2021-02,59,1039836,9880,Y,26029,Y,80328,Y,176488,Y,4,0.5585
와일드 문|||나한,와일드 문,나한,프로무림,2021-02,46,764803,16056,Y,157425,Y,253423,Y,348091,Y,7,0.6493
왕도|||검궁인,왕도,검궁인,프로무림,2021-02,60,515050,10217,Y,25571,Y,47349,Y,112147,Y,10,0.4681
왕의 투구|||한세,왕의 투구,한세,프로무림,2021-02,47,299061,10206,Y,39375,Y,69665,Y,84442,Y,5,0.4512
왕중왕|||일주향,왕중왕,일주향,프로무림,2021-02,57,361712,3600,Y,10006,Y,32816,Y,83617,Y,7,0.2798
요마겁|||강태산,요마겁,강태산,프로무림,2021-02,55,492569,23376,Y,36084,Y,75388,Y,149134,Y,10,0.3553
요절복통|||강태산,요절복통,강태산,프로무림,2021-02,51,187730,4887,Y,6459,Y,8555,Y,20785,Y,8,0.4209
용검전기|||방수윤,용검전기,방수윤,프로무림,2021-02,40,771370,33250,Y,85750,Y,147000,Y,176750,Y,3,0.9406
용과 파수꾼 달과 숲|||마테,용과 파수꾼 달과 숲,마테,프로무림,2021-02,35,19411,1816,Y,2829,Y,4780,Y,7268,Y,3,0.7647
용권|||송재일,용권,송재일,포텐,2021-02,59,235001890,2667686,Y,26454816,Y,74799856,Y,132251494,Y,24,0.4841
용등사해|||강태산,용등사해,강태산,프로무림,2021-02,45,98111,2110,Y,5353,Y,10652,Y,17670,Y,4,0.5963
용병불패|||청산,용병불패,청산,프로무림,2021-02,59,5708505,116205,Y,489383,Y,1002770,Y,2204009,Y,13,0.4645
용병왕 루크|||현자림,용병왕 루크,현자림,프로무림,2021-02,56,528871,16875,Y,49567,Y,84504,Y,139214,Y,7,0.6222
"용비봉무|||검궁인, 사마달",용비봉무,"검궁인, 사마달",프로무림,2021-02,60,901272,22649,Y,86796,Y,137339,Y,217908,Y,10,0.4385
용사무적|||만선,용사무적,만선,프로무림,2021-02,36,266583,-2160,Y,32376,Y,40876,Y,43358,Y,4,0.5683
용신의 후예|||김현각,용신의 후예,김현각,포텐,2021-02,46,463765,6148,Y,43138,Y,49403,Y,86042,Y,12,0.589
용영검왕|||사마달,용영검왕,사마달,프로무림,2021-02,57,193514,1120,Y,3640,Y,13160,Y,41930,Y,3,0.5459
용영검왕龍|||사마달,용영검왕龍,사마달,프로무림,2021-02,59,997831,11269,Y,48318,Y,121615,Y,233333,Y,7,0.2945
용왕의 아들이 되었다|||비비다,용왕의 아들이 되었다,비비다,포텐,2021-02,60,2504532,183998,Y,569017,Y,862344,Y,1227159,Y,15,0.4276
용왕쟁패|||사마달,용왕쟁패,사마달,프로무림,2021-02,59,647876,6734,Y,57153,Y,103416,Y,194035,Y,8,0.2706
용존|||사마달,용존,사마달,프로무림,2021-02,59,663613,20941,Y,53023,Y,104991,Y,160521,Y,9,0.4225
용천무|||사마달,용천무,사마달,프로무림,2021-02,59,721235,16011,Y,48389,Y,109549,Y,182034,Y,13,0.3408
용천풍|||일주향,용천풍,일주향,프로무림,2021-02,59,1595239,53603,Y,127686,Y,232528,Y,413512,Y,9,0.271
용천향|||천중행,용천향,천중행,프로무림,2021-02,60,325047,3930,Y,20440,Y,66065,Y,100204,Y,8,0.334
용투야|||천중행,용투야,천중행,프로무림,2021-02,59,486717,3844,Y,26519,Y,57987,Y,96139,Y,7,0.4602
용혈명|||사마달,용혈명,사마달,프로무림,2021-02,59,516868,7350,Y,21597,Y,57223,Y,100071,Y,10,0.3569
용황호|||김능하,용황호,김능하,프로무림,2021-02,55,431682,1338,Y,4439,Y,16003,Y,78776,Y,8,0.5961
운명이 전설로 이끌다|||홍정태,운명이 전설로 이끌다,홍정태,프로무림,2021-02,46,162345,1015,Y,13215,Y,17548,Y,38283,Y,3,0.49
운중월|||홍파,운중월,홍파,프로무림,2021-02,44,110509,3026,Y,11416,Y,19289,Y,22520,Y,6,0.3185
"웅풍독패존|||검궁인, 사마달",웅풍독패존,"검궁인, 사마달",프로무림,2021-02,59,1653751,45824,Y,95192,Y,187643,Y,343798,Y,9,0.3844
월영마|||강태산,월영마,강태산,프로무림,2021-02,54,200194,8587,Y,18389,Y,20052,Y,46069,Y,6,0.5926
웰컴 투 메모리|||북홀릭,웰컴 투 메모리,북홀릭,포텐,2021-02,59,2585362,45839,Y,134920,Y,420119,Y,720211,Y,16,0.2717
위 할건데 불만이세요|||중용도,위 할건데 불만이세요,중용도,포텐,2021-02,26,1305557,162204,Y,351129,Y,547384,Y,760698,Y,7,0.5081
위소보|||전용,위소보,전용,프로무림,2021-02,14,21686,2667,Y,3299,Y,7383,Y,7453,Y,5,0.3287
위풍당당 스토리|||박시원,위풍당당 스토리,박시원,포텐,2021-02,59,617453,26285,Y,59185,Y,92393,Y,165262,Y,12,0.3647
유건|||춤추는 그림자,유건,춤추는 그림자,포텐,2021-02,20,2807130,261370,Y,714160,Y,1802510,Y,2822231,Y,14,0.3404
유건 완|||춤추는 그림자,유건 완,춤추는 그림자,포텐,2021-02,11,661450,54040,Y,213360,Y,425430,Y,661450,Y,10,0.4321
유라시아의 꿈|||이원호,유라시아의 꿈,이원호,프로무림,2021-02,42,519300,3000,Y,36000,Y,93000,Y,147000,Y,2,0.8776
유랑소|||사마달,유랑소,사마달,프로무림,2021-02,59,632295,20400,Y,40257,Y,74302,Y,139964,Y,7,0.485
유산 받아 레벨 업|||북홀릭,유산 받아 레벨 업,북홀릭,포텐,2021-02,58,3211522,83021,Y,262829,Y,550387,Y,1094377,Y,15,0.2936
유산 받아 레벨 업 완|||북홀릭,유산 받아 레벨 업 완,북홀릭,포텐,2021-02,38,386464,1800,Y,14400,Y,114440,Y,139190,Y,6,0.4138
유체이탈 망나니|||부가티베이론,유체이탈 망나니,부가티베이론,포텐,2021-02,2,2601,2541,Y,2601,Y,2601,Y,2601,Y,3,0.8962
유희|||정우식,유희,정우식,프로무림,2021-02,46,359384,15600,Y,19300,Y,36700,Y,114600,Y,5,0.3482
은룡전기|||예로나,은룡전기,예로나,포텐,2021-02,57,1545786,30037,Y,59122,Y,104671,Y,147686,Y,6,0.4545
음양마검사|||진현,음양마검사,진현,프로무림,2021-02,59,448467,7993,Y,42971,Y,69662,Y,121301,Y,8,0.6726
의|||사마달,의,사마달,프로무림,2021-02,41,80850,560,Y,3080,Y,6510,Y,7140,Y,2,0.5294
이매전사|||청산,이매전사,청산,프로무림,2021-02,49,289008,8190,Y,27820,Y,44928,Y,73320,Y,6,0.4554
이제 검을 묻으리|||서효원,이제 검을 묻으리,서효원,프로무림,2021-02,43,214800,5500,Y,8200,Y,10000,Y,19900,Y,2,0.9497
이혼 후 재벌 각성|||강산(江山),이혼 후 재벌 각성,강산(江山),포텐,2021-02,60,39297917,1368500,Y,2506680,Y,3201520,Y,3836000,Y,5,0.3536
익스트림 프로젝트 제로1|||정우식,익스트림 프로젝트 제로1,정우식,프로무림,2021-02,7,20385,6000,Y,6000,Y,6000,Y,6000,Y,1,1.0
인간 자체가 강함|||박신우,인간 자체가 강함,박신우,포텐,2021-02,59,45395921,3775825,Y,17061344,Y,24624896,Y,27607226,Y,16,0.5956
일검혈|||서효원,일검혈,서효원,프로무림,2021-02,52,311763,24741,Y,26541,Y,35441,Y,76331,Y,7,0.4512
일구이언 이부지자|||이문혁,일구이언 이부지자,이문혁,프로무림,2021-02,37,359333,15395,Y,50507,Y,74304,Y,135201,Y,6,0.7093
일궁추혼|||사마달,일궁추혼,사마달,프로무림,2021-02,58,366231,9104,Y,21086,Y,49788,Y,108703,Y,8,0.3091
일로무정|||내가위,일로무정,내가위,프로무림,2021-02,54,165094,2852,Y,11847,Y,27192,Y,44264,Y,5,0.6911
일수탈명흑백조|||천중행,일수탈명흑백조,천중행,프로무림,2021-02,60,304456,11937,Y,21447,Y,35314,Y,60724,Y,7,0.36
잃은 것과 얻은 것4|||사마달,잃은 것과 얻은 것4,사마달,프로무림,2021-02,11,11760,1890,Y,1890,Y,1890,Y,3640,Y,1,1.0
임모탈|||박재학,임모탈,박재학,프로무림,2021-02,49,232835,8610,Y,14190,Y,21183,Y,51283,Y,5,0.4327
자객 무|||서효원,자객 무,서효원,프로무림,2021-02,58,1131455,37001,Y,53201,Y,94901,Y,264401,Y,9,0.5872
자객도|||검궁인,자객도,검궁인,프로무림,2021-02,58,350119,4410,Y,26395,Y,56032,Y,114888,Y,11,0.3028
자본주의가 낳은 괴물 헌터|||쌈마이,자본주의가 낳은 괴물 헌터,쌈마이,포텐,2021-02,60,8969463,55083,Y,283199,Y,520189,Y,1264353,Y,17,0.3232
자본주의가 낳은 괴물 헌터 완|||쌈마이,자본주의가 낳은 괴물 헌터 완,쌈마이,포텐,2021-02,57,996051,12873,Y,19040,Y,46655,Y,261919,Y,10,0.3677
작곡가 최현일|||투뮤,작곡가 최현일,투뮤,포텐,2021-02,58,1522595,65980,Y,182352,Y,487168,Y,894435,Y,12,0.2807
장왕곤|||천중행,장왕곤,천중행,프로무림,2021-02,59,795843,8685,Y,108752,Y,157122,Y,235750,Y,6,0.4326
재벌 3세 탑 프로듀서 되다|||팔월오일,재벌 3세 탑 프로듀서 되다,팔월오일,포텐,2021-02,59,6731269,72500,Y,391261,Y,827075,Y,1225593,Y,10,0.2432
재벌가 막둥이는 만능천재|||백범,재벌가 막둥이는 만능천재,백범,포텐,2021-02,55,107159428,-8120,Y,-8120,Y,288702,Y,21138417,Y,12,0.3549
재벌가 장남은 가치를 본다|||유재무,재벌가 장남은 가치를 본다,유재무,포텐,2021-02,60,259188148,10822142,Y,22387181,Y,55777879,Y,75947397,Y,16,0.2098
재벌가 차남은 먼치킨|||말리브해적,재벌가 차남은 먼치킨,말리브해적,포텐,2021-02,60,96471789,1128490,Y,9426387,Y,12959443,Y,17773001,Y,14,0.2823
재벌생활기록부|||백범(白凡),재벌생활기록부,백범(白凡),포텐,2021-02,58,103918866,38278519,Y,53933028,Y,62413821,Y,74494271,Y,16,0.3062
재벌이 돈을 숨김|||절세초인,재벌이 돈을 숨김,절세초인,프로무림,2021-02,4,78964,14175,Y,78904,Y,78964,Y,78964,Y,8,0.445
쟁패천하|||강태산,쟁패천하,강태산,프로무림,2021-02,40,103450,2520,Y,5056,Y,16799,Y,25619,Y,7,0.2951
쟈이칸|||김하준,쟈이칸,김하준,프로무림,2021-02,45,194992,6608,Y,16543,Y,33561,Y,46180,Y,6,0.4864
적색마|||백우영,적색마,백우영,프로무림,2021-02,56,187238,4995,Y,10215,Y,18582,Y,34459,Y,6,0.4205
적혈룡|||강태산,적혈룡,강태산,프로무림,2021-02,59,451594,21148,Y,53817,Y,81599,Y,138286,Y,8,0.3341
전국무조|||천중행,전국무조,천중행,프로무림,2021-02,59,568754,17635,Y,42343,Y,79149,Y,139893,Y,7,0.3072
전귀야행|||강태산,전귀야행,강태산,프로무림,2021-02,46,91579,570,Y,2710,Y,9431,Y,17067,Y,6,0.4996
전능의 팔찌|||김현석,전능의 팔찌,김현석,프로무림,2021-02,60,91114705,1439600,Y,4461260,Y,9142260,Y,25534880,Y,10,0.5687
전사몽|||강태산,전사몽,강태산,프로무림,2021-02,59,668876,17003,Y,40445,Y,104966,Y,199161,Y,9,0.6443
전설신검|||와룡강,전설신검,와룡강,프로무림,2021-02,59,54490291,1416800,Y,6587610,Y,12780990,Y,21473410,Y,8,0.3832
전장의 군주|||박시원,전장의 군주,박시원,포텐,2021-02,59,7291454,247355,Y,640930,Y,985018,Y,1664305,Y,17,0.2169
절검도|||검궁인,절검도,검궁인,프로무림,2021-02,58,466026,5173,Y,20233,Y,62598,Y,113028,Y,9,0.2732
"절대검 절정도|||서효원, 이광주",절대검 절정도,"서효원, 이광주",프로무림,2021-02,55,461943,3171,Y,25621,Y,26521,Y,86452,Y,6,0.4108
절대검로|||사마달,절대검로,사마달,프로무림,2021-02,59,291290,9163,Y,27030,Y,38306,Y,74004,Y,8,0.5708
절대검종|||사마달,절대검종,사마달,프로무림,2021-02,59,600674,9117,Y,34308,Y,92561,Y,149112,Y,9,0.3691
절대검호|||서효원,절대검호,서효원,프로무림,2021-02,57,756188,20277,Y,39489,Y,62889,Y,169990,Y,8,0.3392
절대고수|||와룡강,절대고수,와룡강,프로무림,2021-02,60,9690872,108957,Y,383630,Y,983515,Y,2397315,Y,12,0.4246
절대마조|||천중행,절대마조,천중행,프로무림,2021-02,59,305155,4499,Y,14011,Y,27600,Y,57254,Y,7,0.5121
절대무가|||검궁인,절대무가,검궁인,프로무림,2021-02,58,596018,12071,Y,39642,Y,66920,Y,151461,Y,12,0.2246
절대무존|||사마달,절대무존,사마달,프로무림,2021-02,59,880630,25000,Y,83569,Y,139976,Y,241108,Y,10,0.3152
절대무후|||서효원,절대무후,서효원,프로무림,2021-02,59,872040,35135,Y,55171,Y,87671,Y,185928,Y,10,0.2702
절대자류|||서효원,절대자류,서효원,프로무림,2021-02,59,683526,9779,Y,20279,Y,40279,Y,114595,Y,9,0.4702
"절대종사|||검궁인, 사마달",절대종사,"검궁인, 사마달",프로무림,2021-02,59,2232246,43706,Y,139868,Y,278585,Y,532014,Y,12,0.2702
절세마중협|||서효원,절세마중협,서효원,프로무림,2021-02,59,1146564,10838,Y,35812,Y,570112,Y,656327,Y,9,0.8241
"절세제일인|||사마달, 고월",절세제일인,"사마달, 고월",프로무림,2021-02,59,1594937,27414,Y,92229,Y,178419,Y,324933,Y,10,0.3883
절정검도|||서효원,절정검도,서효원,프로무림,2021-02,56,583204,15210,Y,44210,Y,69410,Y,131044,Y,7,0.362
절정검호|||홍파,절정검호,홍파,프로무림,2021-02,49,113865,5818,Y,9887,Y,23476,Y,30594,Y,7,0.4722
절정세가|||서효원,절정세가,서효원,프로무림,2021-02,59,1011123,27434,Y,63890,Y,79790,Y,257836,Y,7,0.4345
점창파|||형상준,점창파,형상준,프로무림,2021-02,60,1516911,43912,Y,139594,Y,272573,Y,423820,Y,9,0.4655
정마협|||검궁인,정마협,검궁인,프로무림,2021-02,59,506251,4511,Y,27669,Y,53346,Y,110153,Y,9,0.3741
"정사제황부|||검궁인, 사마달",정사제황부,"검궁인, 사마달",프로무림,2021-02,60,1153711,11578,Y,47723,Y,150698,Y,283420,Y,10,0.2915
정자부터 레벨 업|||범탈,정자부터 레벨 업,범탈,포텐,2021-02,60,4705687,302490,Y,625494,Y,1041476,Y,2099616,Y,17,0.341
제 장|||사마달,제 장,사마달,프로무림,2021-02,40,100730,5600,Y,8820,Y,18830,Y,28490,Y,1,1.0
제 장 결전의 날4|||사마달,제 장 결전의 날4,사마달,프로무림,2021-02,51,222950,10010,Y,16380,Y,46620,Y,106330,Y,2,0.6149
제 장 대신 를|||사마달,제 장 대신 를,사마달,프로무림,2021-02,37,68110,630,Y,2520,Y,4480,Y,13090,Y,2,0.6257
제 장 또 다른 전설의 시작4|||사마달,제 장 또 다른 전설의 시작4,사마달,프로무림,2021-02,51,167090,4270,Y,8260,Y,28910,Y,42280,Y,2,0.5066
제 장 비검낙마落|||서효원,제 장 비검낙마落,서효원,프로무림,2021-02,36,106900,8700,Y,13200,Y,17700,Y,24000,Y,1,1.0
제 장 영웅은 돌아오지 않았다|||서효원,제 장 영웅은 돌아오지 않았다,서효원,프로무림,2021-02,40,202700,5400,Y,17700,Y,19500,Y,29300,Y,2,0.8498
제 장 위대한 탄생4|||사마달,제 장 위대한 탄생4,사마달,프로무림,2021-02,33,52920,840,Y,4620,Y,11830,Y,29120,Y,1,1.0
제 장 의|||사마달,제 장 의,사마달,프로무림,2021-02,59,321930,3500,Y,15050,Y,26880,Y,56700,Y,2,0.5111
제 장 의 날이 밝다3|||사마달,제 장 의 날이 밝다3,사마달,프로무림,2021-02,18,72590,1470,Y,1470,Y,6720,Y,19320,Y,1,1.0
제 장 의 봄|||사마달,제 장 의 봄,사마달,프로무림,2021-02,20,37380,2940,Y,2940,Y,4900,Y,13370,Y,1,1.0
제 장 잡반의 품으로|||매설헌,제 장 잡반의 품으로,매설헌,프로무림,2021-02,21,37240,1890,Y,3780,Y,5040,Y,16380,Y,2,0.8462
제 장 주인 없는|||사마달,제 장 주인 없는,사마달,프로무림,2021-02,42,99960,1610,Y,2450,Y,15470,Y,27370,Y,2,0.6215
제 장 중원십지의 영웅들|||서효원,제 장 중원십지의 영웅들,서효원,프로무림,2021-02,56,493100,9900,Y,16200,Y,36000,Y,78700,Y,2,0.7205
제 장 진정한 승리자2|||사마달,제 장 진정한 승리자2,사마달,프로무림,2021-02,27,61740,3150,Y,4340,Y,7000,Y,17570,Y,1,1.0
제132장 진남2|||설봉,제132장 진남2,설봉,프로무림,2021-02,48,448000,11400,Y,25500,Y,150300,Y,179300,Y,1,1.0
제140장 이오자|||설봉,제140장 이오자,설봉,프로무림,2021-02,39,258600,5000,Y,11200,Y,108300,Y,125000,Y,1,1.0
제161장 니|||설봉,제161장 니,설봉,프로무림,2021-02,56,8761600,22400,Y,272000,Y,1267200,Y,2720000,Y,1,1.0
제25장 신풍|||사마달,제25장 신풍,사마달,프로무림,2021-02,38,64190,3570,Y,5460,Y,6720,Y,18130,Y,2,0.5135
제25장 오행마기|||사마달,제25장 오행마기,사마달,프로무림,2021-02,37,83370,2870,Y,4760,Y,10850,Y,18060,Y,2,0.593
제26장 튀어|||사마달,제26장 튀어,사마달,프로무림,2021-02,6,2730,70,Y,210,Y,490,Y,490,Y,1,1.0
제27장 대척살5|||사마달,제27장 대척살5,사마달,프로무림,2021-02,16,27860,140,Y,140,Y,3990,Y,3990,Y,1,1.0
제28장 밤의 열기 속으로1|||사마달,제28장 밤의 열기 속으로1,사마달,프로무림,2021-02,7,6580,490,Y,560,Y,1190,Y,3920,Y,1,1.0
제28장 일검혈일검한3|||서효원,제28장 일검혈일검한3,서효원,프로무림,2021-02,42,108100,1800,Y,4500,Y,9900,Y,16400,Y,2,0.9878
제29장 천하대은인2|||서효원,제29장 천하대은인2,서효원,프로무림,2021-02,49,199100,200,Y,200,Y,7400,Y,25400,Y,2,0.9921
제29장 한 명의 신랑과 세 명의 신부2|||서효원,제29장 한 명의 신랑과 세 명의 신부2,서효원,프로무림,2021-02,44,124000,900,Y,3600,Y,3600,Y,10800,Y,1,1.0
제30장|||사마달,제30장,사마달,프로무림,2021-02,20,17710,2730,Y,3570,Y,4970,Y,4970,Y,1,1.0
제30장 결자해지|||사마달,제30장 결자해지,사마달,프로무림,2021-02,50,130130,4480,Y,6930,Y,16310,Y,28280,Y,2,0.802
제30장 악인의 말로2|||사마달,제30장 악인의 말로2,사마달,프로무림,2021-02,57,257670,210,Y,14070,Y,26320,Y,68880,Y,1,1.0
제30장 흙에 살리다|||와룡강,제30장 흙에 살리다,와룡강,프로무림,2021-02,56,139360,1680,Y,5110,Y,11900,Y,37870,Y,1,1.0
제31장 오오 신이시어3|||서효원,제31장 오오 신이시어3,서효원,프로무림,2021-02,36,95100,900,Y,900,Y,1800,Y,6300,Y,1,1.0
제31장 의|||와룡강,제31장 의,와룡강,프로무림,2021-02,55,110620,980,Y,3780,Y,9820,Y,23520,Y,1,1.0
제31장 풍운지|||서효원,제31장 풍운지,서효원,프로무림,2021-02,36,123000,2700,Y,5400,Y,5400,Y,13200,Y,2,0.8864
제33장 반전3|||천중행,제33장 반전3,천중행,프로무림,2021-02,56,238420,20790,Y,45640,Y,50190,Y,64680,Y,2,0.6861
제33장 유성流 네가 이겼다2|||서효원,제33장 유성流 네가 이겼다2,서효원,프로무림,2021-02,49,220900,900,Y,8100,Y,8100,Y,33700,Y,2,0.7745
제33장 처절한 종막2|||와룡강,제33장 처절한 종막2,와룡강,프로무림,2021-02,59,609160,9240,Y,31150,Y,57260,Y,128460,Y,1,1.0
제35장 검 그리고 영웅|||서효원,제35장 검 그리고 영웅,서효원,프로무림,2021-02,31,91900,3600,Y,3600,Y,3600,Y,13500,Y,1,1.0
제35장 붕정구만리의 장2|||서효원,제35장 붕정구만리의 장2,서효원,프로무림,2021-02,42,131200,100,Y,1000,Y,6400,Y,12000,Y,2,0.975
제35장 영웅은 말이 없고2|||서효원,제35장 영웅은 말이 없고2,서효원,프로무림,2021-02,35,90600,900,Y,900,Y,900,Y,3600,Y,1,1.0
제36장 너 다 가져라1|||사마달,제36장 너 다 가져라1,사마달,프로무림,2021-02,20,24150,700,Y,3080,Y,3080,Y,8120,Y,1,1.0
제36장 천하의 아들|||서효원,제36장 천하의 아들,서효원,프로무림,2021-02,37,157800,2700,Y,2700,Y,3600,Y,12700,Y,2,0.9213
제37장 아아 창룡별부|||와룡강,제37장 아아 창룡별부,와룡강,프로무림,2021-02,59,556100,2520,Y,24850,Y,43200,Y,95600,Y,1,1.0
제37장 은 다시 떠오른다2|||사마달,제37장 은 다시 떠오른다2,사마달,프로무림,2021-02,32,50750,1260,Y,2100,Y,2730,Y,11340,Y,1,1.0
제38장 그리고 검만이 알고 있다|||서효원,제38장 그리고 검만이 알고 있다,서효원,프로무림,2021-02,32,80800,900,Y,3600,Y,3600,Y,12900,Y,2,0.8372
